52.034379,-0.765915,2.510836
52.034378,-0.765915,2.511282
52.034378,-0.765914,2.511532
52.034377,-0.765914,2.511414
52.034377,-0.765913,2.511490
52.034376,-0.765913,2.511460
52.034376,-0.765912,2.511440
52.034375,-0.765911,2.511445
52.034375,-0.765911,2.511192
52.034375,-0.765910,2.510962
52.034374,-0.765910,2.510707
52.034374,-0.765909,2.510647
52.034373,-0.765909,2.510526
52.034373,-0.765908,2.510286
52.034372,-0.765907,2.510106
52.034372,-0.765907,2.509767
52.034371,-0.765906,2.509421
52.034371,-0.765906,2.509010
52.034370,-0.765905,2.508682
52.034370,-0.765905,2.508267
52.034369,-0.765904,2.507819
52.034369,-0.765904,2.507306
52.034368,-0.765903,2.506715
52.034368,-0.765902,2.506106
52.034367,-0.765902,2.505607
52.034367,-0.765901,2.505081
52.034366,-0.765901,2.504553
52.034366,-0.765900,2.503598
52.034365,-0.765900,2.502527
52.034365,-0.765899,2.501471
52.034364,-0.765899,2.500496
52.034364,-0.765898,2.499645
52.034363,-0.765898,2.498855
52.034363,-0.765897,2.497898
52.034362,-0.765897,2.496937
52.034362,-0.765896,2.495984
52.034361,-0.765896,2.495238
52.034361,-0.765895,2.494625
52.034360,-0.765894,2.494049
52.034360,-0.765894,2.493439
52.034360,-0.765893,2.492758
52.034359,-0.765893,2.491990
52.034359,-0.765892,2.491134
52.034358,-0.765892,2.490342
52.034358,-0.765891,2.489539
52.034357,-0.765891,2.488826
52.034357,-0.765890,2.488108
52.034356,-0.765890,2.487409
52.034356,-0.765889,2.486575
52.034355,-0.765889,2.485875
52.034355,-0.765888,2.485194
52.034354,-0.765887,2.484423
52.034354,-0.765887,2.483714
52.034353,-0.765886,2.482990
52.034353,-0.765886,2.482214
52.034352,-0.765885,2.481399
52.034352,-0.765885,2.480608
52.034351,-0.765884,2.479904
52.034351,-0.765884,2.479163
52.034350,-0.765883,2.478468
52.034350,-0.765883,2.477771
52.034349,-0.765882,2.477120
52.034349,-0.765882,2.476388
52.034348,-0.765881,2.475483
52.034348,-0.765881,2.474667
52.034347,-0.765880,2.474123
52.034347,-0.765879,2.473575
52.034346,-0.765879,2.472971
52.034346,-0.765878,2.472453
52.034345,-0.765878,2.471877
52.034345,-0.765877,2.471231
52.034344,-0.765877,2.470735
52.034344,-0.765876,2.470707
52.034343,-0.765876,2.470656
52.034343,-0.765875,2.470244
52.034342,-0.765875,2.469686
52.034342,-0.765874,2.469271
52.034341,-0.765874,2.469031
52.034341,-0.765873,2.468799
52.034340,-0.765873,2.468517
52.034340,-0.765872,2.468090
52.034339,-0.765871,2.467730
52.034339,-0.765871,2.467536
52.034338,-0.765870,2.467276
52.034338,-0.765870,2.467087
52.034337,-0.765869,2.466987
52.034337,-0.765869,2.466746
52.034336,-0.765868,2.466587
52.034336,-0.765868,2.466539
52.034335,-0.765867,2.466448
52.034335,-0.765866,2.466222
52.034334,-0.765866,2.466169
52.034334,-0.765865,2.466304
52.034333,-0.765865,2.466369
52.034333,-0.765864,2.466410
52.034332,-0.765864,2.466506
52.034332,-0.765863,2.466344
52.034331,-0.765863,2.466328
52.034331,-0.765862,2.466408
52.034330,-0.765862,2.466432
52.034330,-0.765861,2.466183
52.034329,-0.765860,2.465902
52.034329,-0.765860,2.465666
52.034328,-0.765859,2.465538
52.034328,-0.765859,2.465465
52.034327,-0.765858,2.465365
52.034327,-0.765858,2.465296
52.034326,-0.765857,2.465173
52.034326,-0.765857,2.464983
52.034325,-0.765856,2.464791
52.034325,-0.765856,2.464568
52.034324,-0.765855,2.464430
52.034324,-0.765854,2.464435
52.034323,-0.765854,2.464498
52.034323,-0.765853,2.464522
52.034322,-0.765853,2.464486
52.034322,-0.765852,2.464409
52.034321,-0.765852,2.464324
52.034321,-0.765851,2.464284
52.034320,-0.765850,2.464254
52.034320,-0.765850,2.464240
52.034319,-0.765849,2.464150
52.034319,-0.765849,2.464037
52.034319,-0.765848,2.463938
52.034318,-0.765848,2.464058
52.034318,-0.765847,2.464129
52.034317,-0.765847,2.464231
52.034317,-0.765846,2.464545
52.034316,-0.765846,2.465119
52.034316,-0.765845,2.465781
52.034315,-0.765845,2.466400
52.034315,-0.765844,2.466845
52.034314,-0.765843,2.467159
52.034314,-0.765843,2.467420
52.034314,-0.765842,2.467817
52.034313,-0.765842,2.468296
52.034313,-0.765841,2.468819
52.034312,-0.765841,2.469221
52.034312,-0.765840,2.469475
52.034311,-0.765839,2.469706
52.034311,-0.765839,2.469993
52.034310,-0.765838,2.470455
52.034310,-0.765838,2.471057
52.034309,-0.765837,2.471729
52.034309,-0.765837,2.472316
52.034308,-0.765836,2.472542
52.034308,-0.765835,2.472613
52.034308,-0.765835,2.472612
52.034307,-0.765834,2.472906
52.034307,-0.765834,2.473371
52.034306,-0.765833,2.473957
52.034306,-0.765833,2.474407
52.034305,-0.765832,2.474804
52.034305,-0.765831,2.475066
52.034304,-0.765831,2.475231
52.034304,-0.765830,2.475318
52.034303,-0.765830,2.475515
52.034303,-0.765829,2.475855
52.034302,-0.765829,2.476191
52.034302,-0.765828,2.476519
52.034302,-0.765827,2.476782
52.034301,-0.765827,2.476960
52.034301,-0.765826,2.477040
52.034300,-0.765826,2.477131
52.034300,-0.765825,2.477272
52.034299,-0.765825,2.477369
52.034299,-0.765824,2.477672
52.034298,-0.765824,2.477923
52.034298,-0.765823,2.477955
52.034297,-0.765823,2.477982
52.034297,-0.765822,2.478221
52.034296,-0.765821,2.478522
52.034296,-0.765821,2.478873
52.034296,-0.765820,2.479216
52.034295,-0.765820,2.479432
52.034295,-0.765819,2.479570
52.034294,-0.765819,2.479697
52.034294,-0.765818,2.479954
52.034293,-0.765817,2.480417
52.034293,-0.765817,2.480881
52.034292,-0.765816,2.481147
52.034292,-0.765816,2.481315
52.034291,-0.765815,2.481379
52.034291,-0.765815,2.481503
52.034290,-0.765814,2.481797
52.034290,-0.765813,2.482233
52.034289,-0.765813,2.482513
52.034289,-0.765812,2.482514
52.034288,-0.765812,2.482403
52.034288,-0.765811,2.482391
52.034288,-0.765811,2.482643
52.034287,-0.765810,2.482999
52.034287,-0.765810,2.483424
52.034286,-0.765809,2.483622
52.034286,-0.765808,2.483655
52.034285,-0.765808,2.483763
52.034285,-0.765807,2.483883
52.034284,-0.765807,2.484033
52.034284,-0.765806,2.484190
52.034283,-0.765806,2.484291
