52.034393,-0.765938,2.507528
52.034392,-0.765936,2.511392
52.034391,-0.765935,2.516311
52.034390,-0.765933,2.519628
52.034389,-0.765932,2.523235
52.034388,-0.765930,2.526195
52.034386,-0.765929,2.529208
52.034385,-0.765928,2.531726
52.034384,-0.765926,2.534129
52.034383,-0.765925,2.536523
52.034381,-0.765924,2.538728
52.034380,-0.765922,2.540489
52.034379,-0.765921,2.541967
52.034378,-0.765919,2.543127
52.034377,-0.765918,2.544225
52.034375,-0.765917,2.545133
52.034374,-0.765915,2.545825
52.034373,-0.765914,2.545864
52.034372,-0.765913,2.545690
52.034370,-0.765911,2.545679
52.034369,-0.765910,2.545871
52.034368,-0.765908,2.545877
52.034367,-0.765907,2.545644
52.034365,-0.765906,2.545414
52.034364,-0.765904,2.545214
52.034363,-0.765903,2.544656
52.034362,-0.765902,2.544007
52.034360,-0.765900,2.543492
52.034359,-0.765899,2.543255
52.034358,-0.765898,2.542850
52.034357,-0.765896,2.542145
52.034355,-0.765895,2.541471
52.034354,-0.765894,2.540907
52.034353,-0.765892,2.540204
52.034352,-0.765891,2.539428
52.034351,-0.765890,2.538744
52.034349,-0.765888,2.538040
52.034348,-0.765887,2.537481
52.034347,-0.765886,2.537033
52.034346,-0.765884,2.536623
52.034344,-0.765883,2.536096
52.034343,-0.765881,2.535343
52.034342,-0.765880,2.534571
52.034341,-0.765879,2.533842
52.034339,-0.765877,2.533266
52.034338,-0.765876,2.532576
52.034337,-0.765875,2.531823
52.034336,-0.765873,2.531101
52.034335,-0.765872,2.530613
52.034333,-0.765871,2.529991
52.034332,-0.765869,2.529327
52.034331,-0.765868,2.528643
52.034330,-0.765867,2.527885
52.034329,-0.765865,2.527112
52.034328,-0.765864,2.526479
52.034326,-0.765863,2.525842
52.034325,-0.765861,2.525168
52.034324,-0.765860,2.524559
52.034323,-0.765859,2.524214
52.034321,-0.765857,2.523691
52.034320,-0.765856,2.522957
52.034319,-0.765855,2.522230
52.034318,-0.765853,2.521385
52.034316,-0.765852,2.520594
52.034315,-0.765850,2.520070
52.034314,-0.765849,2.519691
52.034313,-0.765847,2.519328
52.034311,-0.765846,2.518755
52.034310,-0.765845,2.518033
52.034309,-0.765843,2.517287
52.034307,-0.765842,2.516748
52.034306,-0.765840,2.516370
52.034305,-0.765839,2.516017
52.034304,-0.765837,2.515633
52.034302,-0.765836,2.515165
52.034301,-0.765834,2.514781
52.034300,-0.765833,2.514373
52.034298,-0.765831,2.513955
52.034297,-0.765830,2.513493
52.034296,-0.765829,2.513123
52.034295,-0.765827,2.512848
52.034294,-0.765826,2.512700
52.034292,-0.765824,2.512498
52.034291,-0.765823,2.512130
52.034290,-0.765821,2.511659
52.034289,-0.765820,2.511333
52.034288,-0.765819,2.510975
52.034286,-0.765817,2.510728
52.034285,-0.765816,2.510497
52.034284,-0.765815,2.510168
52.034283,-0.765813,2.509855
52.034282,-0.765812,2.509538
52.034281,-0.765810,2.509253
52.034279,-0.765809,2.508948
52.034278,-0.765808,2.508583
52.034277,-0.765806,2.508251
52.034276,-0.765805,2.507755
52.034275,-0.765804,2.507195
52.034274,-0.765803,2.506641
52.034273,-0.765801,2.506219
52.034271,-0.765800,2.505943
52.034270,-0.765798,2.505661
52.034269,-0.765797,2.504968
52.034268,-0.765795,2.504090
52.034266,-0.765794,2.503244
52.034265,-0.765793,2.502155
52.034264,-0.765791,2.500997
52.034263,-0.765790,2.499799
52.034262,-0.765788,2.498890
52.034260,-0.765787,2.497765
52.034259,-0.765785,2.496433
52.034258,-0.765784,2.495076
52.034257,-0.765783,2.494157
52.034255,-0.765781,2.493748
52.034254,-0.765780,2.493337
52.034253,-0.765778,2.492454
52.034252,-0.765777,2.491542
52.034251,-0.765775,2.490736
52.034249,-0.765774,2.490354
52.034248,-0.765772,2.490005
52.034247,-0.765771,2.489219
52.034246,-0.765769,2.488190
52.034244,-0.765768,2.487146
52.034243,-0.765766,2.486256
52.034242,-0.765765,2.485460
52.034240,-0.765763,2.484931
52.034239,-0.765762,2.484309
52.034238,-0.765760,2.483579
